b_win,a_ortg,a_drtg,a_pospg,a_efg,a_opp_efg,a_ts,a_opp_ts,a_a_rate,a_ft_rate,a_ppg,a_opp_ppg,a_apg,a_rpg,a_orpg,a_bpg,a_spg,a_topg,a_pfpg,a_rank,a_sos,b_ortg,b_drtg,b_pospg,b_efg,b_opp_efg,b_ts,b_opp_ts,b_a_rate,b_ft_rate,b_ppg,b_opp_ppg,b_apg,b_rpg,b_orpg,b_bpg,b_spg,b_topg,b_pfpg,b_rank,b_sos
0,108.2270729,95.49447612,67.01958333,0.508383234,0.4847542,0.543320849,0.513458221,0.595687332,0.419161677,72.53333333,64,14.73333333,35.4,10.33333333,3.2,5.666666667,10.5,17.26666667,45.17241379,159.4919225,96.36977517,101.2903395,65.87413793,0.47029703,0.494655979,0.511794059,0.535084687,0.447949527,0.394059406,63.48275862,66.72413793,9.793103448,26.37931034,6.965517241,3.551724138,7.517241379,10.79310345,20.55172414,184.5535714,162.1908784
1,92.78034179,103.1504988,66.53708333,0.47735732,0.485294118,0.49926539,0.524051922,0.482954545,0.316997519,61.73333333,68.63333333,11.33333333,29.26666667,8.9,4.733333333,5.8,13.33333333,19.06666667,261.1785714,144.8455942,101.4464552,95.06389051,64.2375,0.501590331,0.456292622,0.535008141,0.49084357,0.524425287,0.341603053,65.16666667,61.06666667,12.16666667,30.73333333,8.133333333,5.233333333,5,11.73333333,16.7,77.25,137.7137129
0,97.60911244,99.24438931,63.33571429,0.461405927,0.488687783,0.506599549,0.535817578,0.574074074,0.373535493,61.82142857,62.85714286,12.17857143,33.53571429,9.75,1.928571429,5.25,12.14285714,21.03571429,277.4107143,218.9652248,91.57164688,103.6205478,63.01481481,0.448438635,0.5,0.488539086,0.537090632,0.63099631,0.332607117,57.7037037,65.2962963,12.66666667,28.74074074,8.259259259,2.296296296,4.518518519,12.22222222,17.37037037,310.8928571,210.4251969
1,102.7290001,106.515218,69.07644231,0.490424077,0.525787006,0.535178175,0.557319738,0.522151899,0.376880985,70.96153846,73.57692308,12.69230769,28.53846154,7.692307692,3.769230769,5.961538462,10.92307692,17.88461538,239.0535714,221.7784038,107.6318267,106.3669228,64.41712963,0.536785714,0.537350247,0.571271629,0.565377504,0.570359281,0.358571429,69.33333333,68.51851852,14.11111111,25.59259259,7.037037037,2.296296296,7.148148148,10.48148148,16.92592593,188.9107143,231.3146067
1,91.94032277,94.86594294,65.92008929,0.460592914,0.456714383,0.508114258,0.500392941,0.391681109,0.436731743,60.60714286,62.53571429,8.071428571,29.07142857,8.892857143,3.964285714,7.5,15.42857143,18.64285714,264.8035714,234.995539,98.16440075,103.1359375,71.07125,0.479943503,0.484461709,0.515079551,0.519968788,0.491132333,0.311299435,69.76666667,73.3,12,35.33333333,10.06666667,3.9,4.966666667,13.66666667,17.7,257.2142857,211.4953737
0,118.3970107,95.74224327,68.63185484,0.570458404,0.474520548,0.59612836,0.500153459,0.550169109,0.411997736,81.25806452,65.70967742,15.74193548,35.93548387,11.09677419,3.677419355,7.225806452,11.25806452,15.87096774,3.966666667,102.8145738,106.1448269,97.3539778,66.83085937,0.498625618,0.450657895,0.531528789,0.49061539,0.46375,0.366135239,70.9375,65.0625,11.59375,35.0625,10.3125,5.375,4,10.40625,17.78125,35.89473684,95.75974026
0,112.4494925,105.4245808,70.15848214,0.547256098,0.51766894,0.576754873,0.550256397,0.470355731,0.35304878,78.89285714,73.96428571,12.75,32.03571429,8.821428571,4.928571429,6.357142857,10.82142857,18.25,122.5714286,206.5419136,107.5149272,108.5089825,70.7912037,0.53151397,0.532289628,0.564056817,0.565091821,0.49088359,0.386614685,76.11111111,76.81481481,12.96296296,32.74074074,8.740740741,1.851851852,4.481481481,12.14814815,21.33333333,246.0714286,211.8753709
0,96.90752588,103.1279414,63.19568966,0.478032787,0.507590759,0.508212671,0.536611681,0.589825119,0.306885246,61.24137931,65.17241379,12.79310345,25.96551724,7.896551724,1.689655172,5.793103448,10.82758621,17.17241379,218.9107143,167.5350803,96.92238243,106.9067155,67.24821429,0.48776455,0.51214455,0.515696968,0.527667829,0.517027864,0.358465608,65.17857143,71.89285714,11.92857143,28.10714286,8.357142857,4.107142857,5.285714286,12.71428571,15.64285714,246.6607143,170.8420586
0,98.8281907,92.5486385,64.72620968,0.498492159,0.46131528,0.520213017,0.508746216,0.564315353,0.314837153,63.96774194,59.90322581,13.16129032,31.25806452,9.290322581,3.64516129,7.193548387,12.19354839,16.77419355,60.25,92.63513514,103.4331554,99.61567232,64.615,0.503957784,0.476342711,0.547395435,0.519504977,0.469879518,0.437994723,66.83333333,64.36666667,10.4,30.03333333,8.466666667,3.666666667,6.333333333,11.83333333,19.2,67.82142857,115.6847291
0,103.8501988,94.54052137,64.79556452,0.495760145,0.454807139,0.530923899,0.484729366,0.495238095,0.399757723,67.29032258,61.25806452,11.74193548,33.96774194,10.83870968,4.032258065,5.580645161,12.12903226,15.48387097,70.89285714,150.480599,102.5049746,108.0591871,69.53405172,0.51528777,0.515951276,0.53556854,0.543594861,0.570093458,0.330335731,71.27586207,75.13793103,14.72413793,32.72413793,9.24137931,3.344827586,5.103448276,12.31034483,18.20689655,207.9821429,158.0409899
1,102.6449071,101.7445132,65.94335938,0.493344907,0.50662061,0.533471258,0.534804648,0.597241379,0.368055556,67.6875,67.09375,13.53125,31.5,8.5625,2.3125,4.46875,11.5,17.75,105.6607143,122.4484412,105.4737781,96.04282164,67.64224138,0.51318328,0.461639344,0.55085197,0.511053845,0.53997195,0.437299035,71.34482759,64.96551724,13.27586207,34.20689655,10.03448276,5.068965517,7.620689655,12.65517241,20.13793103,21.96666667,96.41920591
1,102.0741427,100.9042385,66.17580645,0.520375162,0.513454318,0.552747238,0.545389875,0.602272727,0.474126779,67.5483871,66.77419355,13.67741935,30,9.774193548,1.451612903,7.677419355,14.4516129,19.48387097,204.7678571,223.8675016,93.18444811,96.23890556,70.93458333,0.457287933,0.466096518,0.493793344,0.513244618,0.460526316,0.41995221,66.1,68.26666667,10.5,35.4,10.5,4.4,6.733333333,14.26666667,21.83333333,290.9285714,229.2340267
1,96.05329219,99.53099935,68.0525,0.478273989,0.489010989,0.510763541,0.52821066,0.48115942,0.333735667,65.36666667,67.73333333,11.06666667,29.6,8.966666667,2.4,6.6,13.23333333,19.13333333,133.1607143,110.7542088,101.2906846,96.1466517,71.28,0.492528736,0.477175898,0.528737596,0.523015479,0.515151515,0.372988506,72.2,68.53333333,13.03333333,32.06666667,10.23333333,4,9.666666667,13,20.26666667,132.0535714,180.5812449
1,95.2996728,97.85980655,65.9987069,0.46319797,0.496714849,0.496137526,0.525024878,0.49375,0.350253807,62.89655172,64.5862069,10.89655172,32.24137931,9.724137931,2.034482759,6.034482759,12.37931034,17.72413793,189.8392857,176.0211685,97.65168553,99.41072259,66.32416667,0.463652482,0.490543014,0.49701357,0.520587964,0.535444947,0.326832151,64.76666667,65.93333333,11.83333333,34.06666667,11.53333333,3.766666667,5.833333333,12.86666667,17.83333333,218.0892857,187.1412429
1,100.8824018,101.9039957,63.15241935,0.504313001,0.48358209,0.536109339,0.513784623,0.633663366,0.284041898,63.70967742,64.35483871,14.4516129,28.61290323,7.032258065,3.903225806,3.64516129,10.83870968,17.93548387,103.3392857,121.0771313,113.0938803,104.1567967,68.94072581,0.551858014,0.505191257,0.578915223,0.530050481,0.511764706,0.332224071,77.96774194,71.80645161,14.03225806,32.5483871,9.741935484,3,5,11.32258065,17.41935484,49.43859649,117.4895623
1,103.6639857,91.70092344,65.56640625,0.492502884,0.419855796,0.532866208,0.45822616,0.556878307,0.37254902,67.96875,60.125,13.15625,37.8125,10.9375,7.875,3.8125,12.4375,16.21875,30.21052632,110.8189039,110.6751533,97.09652106,71.68125,0.55369515,0.479967515,0.581090154,0.507782101,0.601190476,0.383949192,79.33333333,69.6,16.83333333,33.53333333,8.266666667,3.833333333,6.066666667,11.5,15.63333333,13.16666667,107.9659185
0,105.3178672,95.34834274,68.27258065,0.495930233,0.446961326,0.539872843,0.481732135,0.552770449,0.421511628,71.90322581,65.09677419,13.51612903,35.90322581,10.64516129,5.064516129,6.516129032,12.29032258,17.61290323,9.233333333,61.8164557,102.6644712,93.4762354,66.66132813,0.480397727,0.440096328,0.509871484,0.489511348,0.551232166,0.463636364,68.4375,62.3125,13.28125,35.0625,12.0625,5.34375,6.1875,11.65625,20.5,75.28571429,160.4366534
1,98.75919698,100.0447653,70.25887097,0.47469459,0.486995019,0.519916852,0.518204951,0.561662198,0.428155905,69.38709677,70.29032258,13.51612903,33.96774194,10.06451613,4.225806452,6.806451613,13.83870968,18.32258065,106.75,112.397139,94.24197986,93.03002024,66.54112903,0.463636364,0.457350272,0.502572322,0.497536946,0.534107402,0.362424242,62.70967742,61.90322581,11.87096774,30.35483871,8.516129032,3.612903226,6.483870968,12.83870968,17.70967742,109.9107143,135.2328114
0,104.7855574,92.94106409,69.79333333,0.509499136,0.464056108,0.540500591,0.496935649,0.532650448,0.354634427,73.13333333,64.86666667,13.86666667,29.33333333,8.833333333,5.933333333,8.3,10.76666667,16.63333333,69.44642857,196.2248394,98.53196635,101.4748459,65.53348214,0.517793594,0.501360544,0.554388655,0.531924011,0.596314908,0.338078292,64.57142857,66.5,12.71428571,26.92857143,6.857142857,2.285714286,6.107142857,13.75,18.85714286,242.75,183.000811
1,104.671724,94.05005462,66.8141129,0.482293423,0.471990465,0.528967562,0.506974807,0.503364738,0.319842608,69.93548387,62.83870968,12.06451613,31.87096774,8.838709677,3.161290323,6.387096774,9.64516129,17.48387097,48.24561404,119.4283784,100.8901672,101.3273943,63.09353448,0.489389068,0.512052117,0.524230764,0.535915595,0.521604938,0.278456592,63.65517241,63.93103448,11.65517241,25.86206897,6.862068966,1.620689655,5.275862069,9.482758621,14.55172414,81.96428571,93.30029155
1,90.64341899,105.5722605,65.74398148,0.446313529,0.505398111,0.487383758,0.542080676,0.598245614,0.382247674,59.59259259,69.40740741,12.62962963,25.92592593,8.185185185,3.333333333,5.814814815,13.11111111,17.92592593,327.8214286,216.7649813,95.48048743,100.3136408,67.06551724,0.460917313,0.514295213,0.503545426,0.547457033,0.52180937,0.40245478,64.03448276,67.27586207,11.13793103,27.44827586,9.137931034,3.172413793,7.482758621,12.93103448,19,280.8392857,215.1585761
1,98.67653057,104.4711045,65.83425926,0.478550296,0.51,0.532952508,0.54029677,0.555153707,0.457100592,64.96296296,68.77777778,11.37037037,30.11111111,8.296296296,3.666666667,5.037037037,13.11111111,17.88888889,262.0178571,194.5106572,106.2733078,101.900604,66.91342593,0.544168392,0.5134938,0.572288708,0.554902493,0.573964497,0.331953071,71.11111111,68.18518519,14.37037037,27.74074074,6.962962963,2.481481481,6.555555556,11.85185185,19.55555556,157.25,197.660461
1,104.7728992,90.17687725,62.8025,0.491217444,0.461591696,0.520672601,0.496631151,0.556171983,0.311932162,65.8,56.63333333,13.36666667,34,11.1,3.333333333,6.366666667,10.4,17.43333333,54.625,171.6169757,98.30937663,96.52193342,64.96935484,0.481253841,0.497324415,0.520757992,0.537603186,0.511045655,0.354640443,63.87096774,62.70967742,11.19354839,33.70967742,9.387096774,2.806451613,6.096774194,12.93548387,18.64516129,166.3928571,173.8679515
1,103.2428062,87.91208791,67.33266129,0.481575964,0.433372992,0.515235921,0.468267538,0.477003942,0.390589569,69.51612903,59.19354839,11.70967742,37.12903226,12.03225806,5.548387097,8.35483871,11.64516129,17.83870968,13.7,113.2644951,108.8198866,94.60898286,71.9078125,0.510616785,0.449788584,0.542431627,0.48921898,0.605769231,0.351365015,78.25,68.03125,17.71875,38.25,12.09375,4.625,6.75,12.21875,19.28125,13.86440678,82.26394293
1,109.8301842,110.4315441,67.74768519,0.536208032,0.561844864,0.566362201,0.590375707,0.460580913,0.352863726,74.40740741,74.81481481,12.33333333,27.40740741,8.296296296,1.925925926,6.62962963,10.40740741,19.92592593,244.2857143,218.9679144,101.3232981,100.9284679,67.53958333,0.468028419,0.498737374,0.51566719,0.540219258,0.545321637,0.375962108,68.43333333,68.16666667,12.43333333,35.43333333,10.86666667,3.8,4.666666667,11.76666667,19,192.6071429,201.7705426
1,99.2102418,105.9693691,67.14567308,0.464636542,0.512337217,0.49318033,0.542959865,0.5,0.315651604,66.61538462,71.15384615,12.07692308,32.34615385,11.30769231,3.884615385,7,10.5,17.26923077,282.4642857,185.4794393,109.786395,109.6286559,76.075,0.521711768,0.541747573,0.561079164,0.569968016,0.515818432,0.359974827,83.52,83.4,15,28.92,9.56,4.36,7.32,11.76,19.36,193.9821429,189.764432
0,119.2305583,98.61137345,66.17701613,0.585864486,0.479201331,0.61183651,0.505478305,0.538373425,0.352803738,78.90322581,65.25806452,15.16129032,30.96774194,7.290322581,3.483870968,6.806451613,9.064516129,14.03225806,13.58333333,137.2713633,105.6146917,96.90172033,64.91757813,0.511046512,0.479448198,0.548301241,0.502245509,0.569906791,0.343604651,68.5625,62.90625,13.375,29.8125,7.8125,3.25,5.65625,9.875,15.46875,44.61403509,113.7151556
1,104.5206206,96.68272666,69.96612903,0.520368304,0.506857484,0.546238735,0.538576125,0.582926829,0.332589286,73.12903226,67.64516129,15.41935484,29.70967742,8.580645161,3.35483871,9.419354839,11.80645161,18.03225806,65.73214286,120.7304715,112.4837374,91.19012664,67.56532258,0.548141892,0.461471103,0.570515304,0.493221433,0.549019608,0.342342342,76,61.61290323,15.35483871,33.35483871,9.967741935,5.064516129,7.903225806,11.09677419,15.96774194,22.33333333,127.1117129
1,101.6431527,95.16973154,66.05258621,0.506044325,0.462101064,0.54905389,0.50414823,0.506134969,0.40161182,67.13793103,62.86206897,11.37931034,27.37931034,7.172413793,4.862068966,7.896551724,11.86206897,19.27586207,39.64912281,104.4026201,102.7289596,89.44463486,70.50916667,0.498010233,0.436655405,0.534162559,0.467732166,0.490956072,0.329164298,72.43333333,63.06666667,12.66666667,34.9,9.4,5.166666667,7.066666667,12.13333333,16.5,13.78333333,99.8101582
0,106.7163387,99.64278557,70.68583333,0.519542155,0.471034871,0.554167891,0.509070759,0.52991453,0.29480737,75.43333333,70.43333333,14.46666667,33.4,9.233333333,4.466666667,5.566666667,11.66666667,18.5,40.29824561,119.3061538,100.7509723,99.12595664,67.49314516,0.482903419,0.480138169,0.527758653,0.51503638,0.486187845,0.416916617,68,66.90322581,11.35483871,35.64516129,9.741935484,4.096774194,5.774193548,12.80645161,18.03225806,101.6785714,117.3712529
1,105.5186292,93.32276358,66.125,0.484002327,0.451212471,0.530615249,0.48589063,0.606998654,0.390924956,69.77419355,61.70967742,14.5483871,34.93548387,10.67741935,4.580645161,6.741935484,10.93548387,15.80645161,26.35087719,108.9109312,97.87619596,97.01003493,68.54960938,0.483436272,0.458614865,0.517935976,0.502473406,0.423076923,0.34475014,67.09375,66.5,9.96875,32.625,8.875,4.1875,5.96875,12.125,20.15625,98.73214286,128.5791978
0,94.16730172,97.82519491,71.07916667,0.471810934,0.486742424,0.497824497,0.528375486,0.431635389,0.312642369,66.93333333,69.53333333,10.73333333,28.5,10.16666667,3.1,8.833333333,14.13333333,21.9,286.9107143,203.8104907,90.69203798,94.78159938,67.04717742,0.430285714,0.485978112,0.464990071,0.534744843,0.456553756,0.333142857,60.80645161,63.5483871,10,35.25806452,11.64516129,2.580645161,6.419354839,13.90322581,21.77419355,312.6607143,224.3625304
1,102.278189,96.55868499,69.35333333,0.49795082,0.461364918,0.531714204,0.490927974,0.495388669,0.361241218,70.93333333,66.96666667,12.53333333,30.96666667,8.333333333,6.666666667,7.633333333,10.4,17.43333333,36.49122807,111.6357561,103.6696539,96.97056081,67.89556452,0.489461358,0.484564165,0.532195122,0.521854745,0.57480315,0.421545667,70.38709677,65.83870968,14.12903226,32.29032258,9.709677419,4.741935484,7.225806452,11.58064516,18.38709677,30.29824561,98.17464115
0,98.30291598,84.68930765,63.17208333,0.4678125,0.425227568,0.496039406,0.461618108,0.470938897,0.365625,62.1,53.5,10.53333333,32.53333333,10.63333333,5.1,7,11.7,14.66666667,35.66101695,142.0216693,100.0060303,96.72556232,66.86693548,0.501474926,0.45131291,0.528941225,0.48169904,0.564102564,0.328613569,66.87096774,64.67741935,13.48387097,30.96774194,7.838709677,6.612903226,5.451612903,11,16.48387097,102.8214286,123.5331205
1,98.1860673,99.62905743,61.30432692,0.4414446,0.493176649,0.476241194,0.524525186,0.462093863,0.320476858,60.19230769,61.07692308,9.846153846,32.11538462,9.846153846,3.076923077,5.153846154,8.615384615,16.53846154,177.1785714,161.7677866,103.6331801,98.92755526,65.27142857,0.499674267,0.473539519,0.535709235,0.52210575,0.644776119,0.319218241,67.64285714,64.57142857,15.42857143,31.07142857,8.821428571,3.75,4.964285714,10.82142857,19.21428571,101.6428571,141.4697674
0,97.40195744,99.64596269,63.41682692,0.507302075,0.477027997,0.530786264,0.514780756,0.617132867,0.342813221,61.76923077,63.19230769,13.57692308,30,8,1.538461538,5.230769231,12.92307692,16.61538462,262.0892857,218.8656015,85.44088898,104.7570052,65.08258929,0.424302789,0.528931751,0.45825117,0.566544494,0.451263538,0.269588313,55.60714286,68.17857143,8.928571429,30.89285714,10.42857143,2.857142857,7.464285714,14.57142857,22.03571429,329.8214286,181.2483051
0,97.6060949,106.5147809,70.83362069,0.481962025,0.496298405,0.526931315,0.532664662,0.458208955,0.429746835,69.13793103,75.44827586,10.5862069,31.72413793,8.931034483,3.586206897,4.517241379,14.34482759,18.24137931,288.875,193.9286385,100.9973108,103.2539538,68.7625,0.481177899,0.512682308,0.520965364,0.54607418,0.51300578,0.365513054,69.44827586,71,12.24137931,31.82758621,9.034482759,2.586206897,5.620689655,10.44827586,19.20689655,239.7857143,201.6807512
0,97.4730146,93.26554634,66.54833333,0.455319149,0.448018194,0.503401712,0.500255232,0.6011994,0.368389058,64.86666667,62.06666667,13.36666667,33.43333333,10.2,4.1,6.1,12.63333333,19.36666667,78.35714286,108.1575092,106.0321583,98.26457737,68.93830645,0.484983315,0.472594752,0.535140752,0.512701571,0.519430052,0.37374861,73.09677419,67.74193548,12.93548387,34.38709677,10.06451613,3.64516129,6.64516129,10.90322581,19.51612903,46.57894737,118.9877468
1,93.06573189,104.530351,65.90324074,0.445028011,0.503723764,0.484033613,0.528664412,0.581687612,0.416666667,61.33333333,68.88888889,12,31.48148148,11.03703704,2.333333333,5.555555556,13.7037037,19.59259259,334.3392857,221.2011893,91.24345022,94.1152761,68.44137931,0.447936508,0.443066158,0.484231073,0.488589551,0.442546584,0.394285714,62.44827586,64.4137931,9.827586207,31.27586207,9.413793103,4,6.75862069,13.03448276,20.55172414,272.2678571,195.5491585
0,99.84351547,96.11343531,67.48491379,0.467444717,0.488216561,0.508695199,0.517746797,0.524017467,0.378378378,67.37931034,64.86206897,12.4137931,35.31034483,10.4137931,4.793103448,6.75862069,12,17.20689655,110.25,164.8984433,93.15349326,96.95363576,66.66416667,0.458459673,0.484545455,0.484739677,0.512095922,0.574183976,0.348089751,62.1,64.63333333,12.9,32.7,9.733333333,4.433333333,6.566666667,12.46666667,16.73333333,162.4642857,151.2533616
0,100.3275109,98.9628821,65.42857143,0.49272198,0.483345145,0.537481906,0.526675091,0.46875,0.514556041,65.64285714,64.75,10.17857143,29.28571429,8.428571429,2.607142857,6.785714286,12.53571429,20.78571429,212.7142857,240.9593565,97.01466321,104.8837552,71.1645,0.46693314,0.553159851,0.514855029,0.575917038,0.395585739,0.459302326,69.04,74.64,9.32,31.48,10.24,3.12,7.16,15.08,20.6,312.875,203.2908012
1,107.2796935,98.22829078,64.815,0.541500664,0.466952264,0.576697123,0.50175351,0.646892655,0.422974768,69.53333333,63.66666667,15.26666667,29.23333333,8.233333333,4.833333333,4.966666667,12.46666667,17.26666667,57.25,122.800988,100.4346755,101.9257524,62.59458333,0.486128625,0.520586183,0.516868097,0.55535406,0.484581498,0.316519546,62.86666667,63.8,11,30.2,10.26666667,3.533333333,7.7,12,19.23333333,93.85714286,104.6038001
1,98.76955759,99.67657624,72.23362069,0.495772947,0.477958937,0.528574713,0.524517685,0.504132231,0.382850242,71.34482759,72,12.62068966,32.93103448,9.310344828,3.172413793,6.75862069,14.48275862,21.37931034,195.3214286,198.7726848,91.18204343,94.03876986,65.97115385,0.442139738,0.48245614,0.485119186,0.524203377,0.519408503,0.364628821,60.15384615,62.03846154,10.80769231,28.96153846,8.615384615,2.038461538,6.692307692,12.80769231,17.73076923,245.4821429,201.5790646
1,99.03156631,95.03029091,68.94353448,0.471329553,0.45945083,0.518195737,0.504179382,0.457886677,0.429111531,68.27586207,65.51724138,10.31034483,30.93103448,8.965517241,4.103448276,8.206896552,11.75862069,19.65517241,136.5714286,168.6883348,109.0309461,102.5981669,69.20201613,0.524376088,0.497794928,0.56699594,0.528603679,0.509876543,0.414973883,75.4516129,71,13.32258065,32.41935484,9.096774194,3.096774194,5.225806452,12.29032258,17.03225806,92.91071429,162.6585185
1,100.7152511,98.34548046,69.84525862,0.496923077,0.485774818,0.527991304,0.517624436,0.565902579,0.397538462,70.34482759,68.68965517,13.62068966,33.89655172,9.448275862,3.137931034,5.137931034,12.93103448,18.37931034,131.1071429,166.5197216,98.23510023,98.09127139,69.52708333,0.471957041,0.475730994,0.519167912,0.511685486,0.579465541,0.373508353,68.3,68.2,13.73333333,32.6,10.26666667,5.333333333,6.8,13.66666667,18.2,157.2678571,159.740767
0,109.6309516,100.6225168,65.37083333,0.579954955,0.476427623,0.611442024,0.510432833,0.543378995,0.395645646,71.66666667,65.77777778,13.22222222,27.7037037,6.481481481,1.925925926,4.555555556,13.37037037,17.85185185,87.28571429,214.985119,94.38977526,104.8502446,67.87458333,0.450283197,0.506497342,0.507277934,0.539945879,0.610194903,0.404657017,64.06666667,71.16666667,13.56666667,29.6,7.633333333,3.666666667,5.366666667,12.56666667,18.2,278.3035714,163.5686747
1,95.13456185,100.0132573,67.34821429,0.470549738,0.490791269,0.505352113,0.535643283,0.565495208,0.340314136,64.07142857,67.35714286,12.64285714,30.92857143,8.821428571,3.5,6.678571429,13.25,20.21428571,222.8214286,188.2626442,101.4100555,97.23211318,65.821875,0.508491182,0.454218443,0.535898612,0.497715563,0.558139535,0.292619203,66.75,64,13.71428571,31.21428571,8.535714286,4.678571429,5.75,11.78571429,17.42857143,117.6607143,168.1031111
0,103.0092794,97.8495186,69.39556452,0.487299834,0.486872146,0.520022997,0.520820447,0.546954315,0.371617891,71.48387097,67.90322581,13.90322581,35.61290323,10.70967742,3.806451613,6.741935484,11.70967742,17.74193548,52.53571429,112.7604091,94.13153668,98.76318971,71.03991935,0.466740576,0.472580645,0.494932493,0.50811821,0.505913272,0.338691796,66.87096774,70.16129032,12.41935484,32.4516129,10.06451613,4.193548387,6.516129032,13.77419355,17.77419355,167.8035714,134.912943
1,107.04212,98.74611866,68.04677419,0.495762712,0.487074031,0.537465486,0.520671899,0.494163424,0.393220339,72.83870968,67.19354839,12.29032258,33.51612903,10.03225806,2.774193548,5.483870968,10.48387097,19.22580645,52.21052632,115.3100537,111.3559788,88.42029112,64.34784483,0.555139551,0.423429319,0.586483779,0.462807136,0.579320113,0.433628319,71.65517241,56.89655172,14.10344828,31.5862069,7.896551724,5.172413793,5.862068966,10.86206897,17.06896552,14.23333333,119.4968
1,91.22214761,97.57960685,67.63708333,0.483692107,0.474045346,0.512557805,0.505211589,0.476261128,0.374429224,61.7,66,10.7,29.53333333,7.6,4.533333333,6.366666667,14.93333333,18.4,253.7142857,205.5474777,103.7537902,94.58878906,66.92125,0.521323997,0.468561064,0.549756529,0.49847753,0.565217391,0.433481859,69.43333333,63.3,13.86666667,31.73333333,8.166666667,3.966666667,5.466666667,11.93333333,17.16666667,84.48214286,171.2413027
1,94.80758105,101.9283221,67.79612069,0.466037736,0.506447453,0.506170996,0.539609026,0.542553191,0.332704403,64.27586207,69.10344828,12.31034483,34.62068966,10.34482759,3.931034483,6.75862069,14.17241379,18.82758621,226.9821429,143.0223421,103.8623823,94.17165113,69.57096774,0.487034036,0.492901235,0.515066855,0.530031186,0.505128205,0.367909238,72.25806452,65.51612903,12.70967742,32.80645161,10.5483871,4.419354839,10.16129032,10.19354839,19.16129032,35.75438596,104.8038018
0,113.6586415,91.23293566,67.46290323,0.549821002,0.459219858,0.587152791,0.492126746,0.625477707,0.437350835,76.67741935,61.5483871,15.83870968,31.93548387,9.193548387,4.032258065,7.741935484,10.67741935,16.64516129,4.383333333,109.5538585,98.78701781,100.0983499,66.41854839,0.499092559,0.48583815,0.526057158,0.519745801,0.645027624,0.3569268,65.61290323,66.48387097,15.06451613,26.80645161,7.903225806,3.580645161,7.548387097,11.93548387,15.77419355,117.6964286,114.1553885
0,109.4091295,83.97679369,59.8975,0.512886598,0.412756114,0.546126281,0.44254795,0.54659249,0.336340206,65.53333333,50.3,13.1,33.7,9.433333333,4.366666667,5.533333333,9.1,14.03333333,3.75,100.618501,98.87475482,98.73711015,68.11015625,0.505541872,0.471708683,0.54191342,0.511473695,0.49799733,0.47229064,67.34375,67.25,11.65625,30.5625,8.3125,4.78125,5.5,14.34375,18.5625,98.21428571,113.874837
1,102.0249892,97.72975839,65.02801724,0.523841504,0.455961654,0.549934259,0.484917054,0.619047619,0.368032236,66.34482759,63.55172414,14.34482759,26.75862069,5.655172414,4.689655172,4.793103448,10.24137931,16.20689655,121.0178571,164.2531646,100.7992425,93.16721905,60.99525862,0.522915101,0.467369137,0.559232193,0.496512661,0.679214403,0.4162284,61.48275862,56.82758621,14.31034483,26.27586207,5.068965517,3.034482759,5.724137931,10.86206897,13.93103448,102.9285714,178.4284452
0,108.7621093,98.9045163,68.72056452,0.535839161,0.502929115,0.572169404,0.531018058,0.638583639,0.378787879,74.74193548,67.96774194,16.87096774,33.06451613,8.741935484,2.935483871,6.161290323,12.09677419,18.06451613,33.87719298,99.32352941,104.4235303,91.20780403,66.88024194,0.491836735,0.467771639,0.528816209,0.501711284,0.474172185,0.407580175,69.83870968,61,11.5483871,33.58064516,9.870967742,2.903225806,6.322580645,11.06451613,17.35483871,21.93220339,115.2903766
1,103.8441888,97.6907918,69.57539063,0.494397012,0.487575925,0.525830993,0.520733576,0.544794189,0.364461046,72.25,67.96875,14.0625,35.40625,10.5625,3.75,6.84375,11.75,17.71875,52.53571429,112.7604091,111.5946322,85.53006311,68.5796875,0.535816619,0.441354293,0.572778408,0.482947601,0.52453271,0.473925501,76.53125,58.65625,14.03125,35.1875,9.625,3.625,7.21875,11.21875,18.0625,4.816666667,117.458364
1,100.7252683,101.8599104,62.54637097,0.485410334,0.520242915,0.516509528,0.554681795,0.483687943,0.314285714,63,63.70967742,11,30.16129032,10.22580645,3.419354839,7.741935484,11.80645161,19.16129032,93.85714286,104.6038001,108.3932907,96.71336058,72.9125,0.506253257,0.49002849,0.543508402,0.529374728,0.604166667,0.367378843,79.03225806,70.51612903,16.83870968,33.48387097,11.58064516,4.870967742,8,11.67741935,18.58064516,24.46666667,117.8716904
0,96.52146662,103.0129382,69.803125,0.473313783,0.524841132,0.515148619,0.559092234,0.491304348,0.478592375,67.375,71.90625,10.59375,26.78125,8.125,2.59375,6.84375,12.9375,20.15625,158.4821429,98.38428875,101.3808039,92.78470426,72.80120968,0.507030827,0.446373057,0.537038776,0.476672851,0.577149588,0.320173067,73.80645161,67.5483871,15.80645161,35.67741935,10.16129032,6.129032258,7.419354839,14.38709677,15.48387097,39.05263158,127.1169273
0,105.707772,96.23507373,70.72958333,0.487186788,0.483449477,0.533228732,0.511382134,0.522875817,0.416287016,74.76666667,68.06666667,13.33333333,34.83333333,10.66666667,4.033333333,7.666666667,11.43333333,18.43333333,61.91071429,164.0100309,101.4840507,94.70631717,66.61742424,0.495710456,0.458214081,0.52090873,0.499687995,0.537760417,0.312064343,67.60606061,63.09090909,12.51515152,32.81818182,9.848484848,4.575757576,6.363636364,11.90909091,18.60606061,124.9642857,179.0031032
