b_win,a_ortg,a_drtg,a_pospg,a_efg,a_opp_efg,a_ts,a_opp_ts,a_a_rate,a_ft_rate,a_ppg,a_opp_ppg,a_apg,a_rpg,a_orpg,a_bpg,a_spg,a_topg,a_pfpg,a_rank,a_sos,b_ortg,b_drtg,b_pospg,b_efg,b_opp_efg,b_ts,b_opp_ts,b_a_rate,b_ft_rate,b_ppg,b_opp_ppg,b_apg,b_rpg,b_orpg,b_bpg,b_spg,b_topg,b_pfpg,b_rank,b_sos
1,88.99876391,93.13406001,69.5234375,0.465227818,0.457765668,0.496290355,0.542209661,0.540697674,0.412470024,61.875,64.75,11.625,26,8.75,1.75,7,15.625,24.5,213.71875,199.1875,106.7982727,97.32264035,63.3203125,0.497732426,0.458333333,0.530028412,0.502266823,0.668367347,0.33106576,67.625,61.625,16.375,35.125,10.625,3.5,4.25,10.625,18,77.53125,150.2538462
1,92.61317898,95.67984053,65.2175,0.468379447,0.537974684,0.506498952,0.56923919,0.537037037,0.375494071,60.4,62.4,11.6,23.4,6.8,2.4,8.8,12.6,16.4,221.125,230.4939024,99.26554446,90.32434652,68.503125,0.493150685,0.46692112,0.530654051,0.50667895,0.603174603,0.358447489,68,61.875,14.25,32.25,10.25,3.125,7.875,14.625,22.875,76.78125,143.7586207
1,93.20445441,104.3772281,68.0225,0.408450704,0.522140221,0.47071052,0.557299843,0.540669856,0.39084507,63.4,71,11.3,31.7,9.8,2.7,5.9,11.2,18,304.09375,168.2875,107.9502795,97.1051973,66.59444444,0.531847134,0.476578411,0.575418001,0.504770165,0.605263158,0.407643312,71.88888889,64.66666667,15.33333333,34.66666667,9.666666667,3.666666667,5.777777778,13.22222222,17.55555556,51.75757576,115.7108844
1,103.1112136,102.1885182,72.25208333,0.511235955,0.48964497,0.529589479,0.535024155,0.564102564,0.390449438,74.5,73.83333333,14.66666667,32.5,10.83333333,3.5,6.166666667,13.33333333,22.5,173.71875,212.21875,92.19305086,97.0453167,61.82678571,0.527863777,0.501440922,0.538461538,0.534249189,0.5625,0.309597523,57,60,11.57142857,20.42857143,4.571428571,1.714285714,5.857142857,13.57142857,15.14285714,224.25,178.5789474
1,88.85824057,100.0886612,72.50714286,0.45646438,0.460045662,0.491499564,0.499704899,0.572327044,0.443271768,64.42857143,72.57142857,13,28,8.714285714,4.714285714,6.285714286,15.28571429,19.28571429,278.71875,192.3640351,89.20802534,95.79725449,65.76388889,0.447552448,0.511904762,0.494845361,0.53164557,0.573099415,0.512820513,58.66666667,63,10.88888889,25.88888889,7,2.777777778,6.222222222,14.22222222,18.22222222,191.8125,208.3219178
0,109.7862284,94.31732732,66.49285714,0.487531172,0.46484375,0.53510655,0.496129287,0.511363636,0.401496259,73,62.71428571,12.85714286,36,11.28571429,3.285714286,5,10.85714286,17.14285714,51.48484848,154.3815789,95.0054571,104.1525908,68.71785714,0.467105263,0.51119403,0.510130044,0.537409493,0.496855346,0.376315789,65.28571429,71.57142857,11.28571429,33.28571429,9.285714286,4.428571429,5.571428571,13.85714286,19.42857143,228.40625,160.7946429
0,103.1835206,88.57677903,66.75,0.48062954,0.456264775,0.52704577,0.488358887,0.494444444,0.559322034,68.875,59.125,11.125,34.375,12,5.125,7.375,13.25,16.5,109.3125,211.5859375,83.97863266,101.7019338,67.08055556,0.407088123,0.507070707,0.43110412,0.536314801,0.502762431,0.266283525,56.33333333,68.22222222,10.11111111,28.88888889,10.11111111,3.333333333,7.444444444,11.77777778,17.55555556,307.5,164.3219697
0,107.0328042,98.13940789,71.21388889,0.529591837,0.490548204,0.57926958,0.523534063,0.545851528,0.43877551,76.22222222,69.88888889,13.88888889,29.11111111,8,3.444444444,6.666666667,14.22222222,16.55555556,127.4375,189.615917,90.56722648,103.6404087,70.54305556,0.441955193,0.5,0.491410991,0.539587519,0.5,0.403258656,63.88888889,73.11111111,10.55555556,27.22222222,9.555555556,3.777777778,8.888888889,15.11111111,21.66666667,258.0625,150.662116
0,95.79663649,94.1618816,67.96805556,0.483624454,0.46201232,0.518698827,0.503892923,0.489690722,0.491266376,65.11111111,64,10.55555556,34,8.555555556,4,5,13.77777778,18.77777778,97.84375,141.7516779,104.0664391,109.0117451,66.44107143,0.513404826,0.516042781,0.555428047,0.562739331,0.555555556,0.353887399,69.14285714,72.42857143,12.85714286,25.57142857,6.714285714,2.714285714,4.571428571,11,19.71428571,189.59375,191.1288889
1,97.97023004,97.24853406,69.28125,0.486607143,0.484126984,0.530636177,0.518418775,0.510526316,0.299107143,67.875,67.375,12.125,24.875,6.625,3.125,8.5,11.625,19.5,137.8125,138.4022989,95.44388764,104.0871684,67.971875,0.495203837,0.503164557,0.525356817,0.525436316,0.573770492,0.388489209,64.875,70.75,13.125,28.25,7.75,4.625,4.875,13.75,16,193.625,212.4414063
0,93.87876191,100.4713716,75.8425,0.501655629,0.480519481,0.520620064,0.522597901,0.449275362,0.278145695,71.2,76.2,12.4,29.8,9.8,5.2,8.2,17.2,21.2,178.03125,129.5670732,85.53085372,92.53462089,67.31071429,0.464705882,0.430693069,0.502149399,0.464744444,0.570422535,0.379411765,57.57142857,62.28571429,11.57142857,28.71428571,7.571428571,2.857142857,5,17.42857143,18.42857143,315.65625,249.8794643
1,104.9420378,97.99596377,66.584375,0.502237136,0.488789238,0.541299506,0.51888668,0.632653061,0.326621924,69.875,65.25,15.5,31.625,10.25,3.25,6.25,11.75,15.875,152.6875,229.1835938,92.17264082,94.47173163,68.35,0.465384615,0.42791762,0.485549133,0.462380441,0.530864198,0.346153846,63,64.57142857,12.28571429,31.71428571,7.857142857,8,5,10.85714286,16.85714286,132.71875,160.0933333
0,95.96452328,99.15742794,70.46875,0.485193622,0.485042735,0.52044252,0.509339408,0.604278075,0.387243736,67.625,69.875,14.125,33.5,9.5,3,4.25,15.625,19.875,184.53125,142.6070039,77.15728064,110.1573396,70.70694444,0.406185567,0.596736597,0.437611408,0.628445919,0.421052632,0.329896907,54.55555556,77.88888889,8,31.88888889,10,2.333333333,8.888888889,17.88888889,24.55555556,330.4375,123.8869863
1,65.58247594,125.5891138,62.77083333,0.348708487,0.595679012,0.391256138,0.608594956,0.431818182,0.346863469,41.16666667,78.83333333,6.333333333,17.83333333,6.833333333,0.833333333,5.666666667,16.5,20,345.0625,119.1538462,102.9494477,86.39114491,69.4515625,0.495680346,0.381873727,0.524145515,0.424346904,0.561576355,0.375809935,71.5,60,14.25,36.375,10.875,8,4.75,11.375,17.5,39,169.3615385
0,93.38267305,90.33521985,65.62857143,0.476648352,0.447740113,0.503255323,0.484162632,0.5125,0.35989011,61.28571429,59.28571429,11.71428571,30.28571429,8.142857143,3.857142857,8.142857143,13.14285714,19.85714286,51.93939394,109.3663793,91.18730415,94.9989921,68.21125,0.458553792,0.480885312,0.487269879,0.521760135,0.592920354,0.264550265,62.2,64.8,13.4,30.9,9.4,3.4,7.2,14.7,22.8,218.34375,159.5709877
0,101.8932874,92.25473322,63.546875,0.516431925,0.476584022,0.536759753,0.527885644,0.583333333,0.279342723,64.75,58.625,14,27.625,7.75,1.125,7,10.875,18.25,105.46875,163.8333333,91.79869525,99.72041007,71.53333333,0.443055556,0.488269795,0.468155894,0.527613412,0.562962963,0.355555556,65.66666667,71.33333333,12.66666667,37.5,12.16666667,1.833333333,5.166666667,13.66666667,19.66666667,185.53125,160.1917098
0,91.98410844,94.41458285,66.859375,0.436956522,0.488916256,0.470205954,0.525412267,0.61627907,0.289130435,61.5,63.125,13.25,30.375,9.5,3,7.25,10.625,18.25,158.4324324,162.7601351,94.10469836,101.0754168,68.1421875,0.455240175,0.498839907,0.485519591,0.532907781,0.507936508,0.323144105,64.125,68.875,12,39.75,12.875,2.75,4.875,14.625,19.625,181.8108108,134.1283784
0,104.0434018,104.6483053,73.47361111,0.508137432,0.529464286,0.523572162,0.552274541,0.485943775,0.3960217,76.44444444,76.88888889,13.44444444,37.55555556,12.22222222,3.222222222,6.111111111,13,16.44444444,90.7027027,111.2458472,89.3808727,100.5019951,69.36607143,0.448087432,0.492,0.496283591,0.527140157,0.43537415,0.409836066,62,69.71428571,9.142857143,32.28571429,8,2.714285714,3.857142857,13.71428571,22.14285714,283.4324324,209.5250965
1,98.84968334,90.37094481,69.08035714,0.493455497,0.463541667,0.532887402,0.49814762,0.48255814,0.366492147,68.28571429,62.42857143,11.85714286,31.28571429,7.142857143,4.285714286,5.428571429,12.57142857,15.57142857,66.47368421,129.7303371,126.6906489,87.78311461,69.10972222,0.605860113,0.441291585,0.623343749,0.479031409,0.584507042,0.41020794,87.55555556,60.66666667,18.44444444,36.11111111,11.66666667,3.888888889,8.888888889,10.11111111,16.33333333,3.097560976,155.2521994
1,98.69307859,94.70784739,71.09583333,0.488338192,0.468571429,0.522526995,0.503364067,0.413333333,0.367346939,70.16666667,67.33333333,10.33333333,35.16666667,7.833333333,4,5,12.16666667,18.66666667,196.9189189,207.1396396,108.3375629,96.1565081,67.728125,0.564634146,0.498868778,0.599224173,0.519079406,0.620853081,0.409756098,73.375,65.125,16.375,29.125,6.25,3.625,5.125,12.875,16.875,84.02702703,173.8888889
1,92.99542716,112.4834395,64.99722222,0.502188184,0.513565891,0.518638574,0.546965919,0.495049505,0.310722101,60.44444444,73.11111111,11.11111111,19.33333333,5.555555556,3.555555556,3.777777778,12.55555556,18.77777778,326.4864865,181.7147147,99.20663284,95.48995783,69.955,0.455357143,0.494423792,0.513389555,0.530832804,0.522522523,0.435714286,69.4,66.8,11.6,33.2,10.8,2,8.2,13.8,17.8,184.8648649,188.3924731
0,84.01450766,104.0798282,69.27375,0.40472028,0.532719836,0.447761194,0.580912863,0.399038462,0.286713287,58.2,72.1,8.3,32.2,10.2,2.4,8,15.1,22.8,318.1891892,173.2102426,96.12147219,108.0046212,63.11458333,0.5,0.553797468,0.526011561,0.573833743,0.527559055,0.415224913,60.66666667,68.16666667,11.16666667,24.16666667,7.333333333,2.666666667,4.833333333,12.33333333,14,213.2162162,176.9189189
0,91.7033495,99.0324671,69.9265625,0.432631579,0.473290598,0.472440945,0.507418941,0.48603352,0.301052632,64.125,69.25,10.875,32.625,9.125,2.75,5,12.125,20,282.972973,180.26,89.35974205,92.86043298,67.84375,0.440898345,0.461722488,0.482299125,0.504302582,0.479532164,0.397163121,60.625,63,10.25,31.625,9.125,3.25,7.125,14.375,17.875,181.0540541,177.58
0,106.5519753,94.75911345,72.0775,0.519538188,0.453719008,0.555133904,0.492199042,0.513618677,0.481349911,76.8,68.3,13.2,28.5,8.8,6.7,7,11.9,17.1,115.1891892,230.0862534,77.92831418,117.9900532,72.8875,0.43006993,0.54787234,0.448126233,0.600558659,0.472727273,0.227272727,56.8,86,10.4,19,7.4,2.6,8.4,16.8,23.6,320.3243243,101.6052632
1,90.49128368,96.67194929,70.11111111,0.448875256,0.482524272,0.491669178,0.513187229,0.620512821,0.394683027,63.44444444,67.77777778,13.44444444,28.88888889,9.555555556,5.333333333,7.777777778,14.44444444,17,218.1081081,148.0471976,100.4321877,91.30198881,74.23472222,0.496428571,0.446808511,0.527122039,0.47305157,0.540856031,0.2875,74.55555556,67.77777778,15.44444444,37.88888889,11,5,7.555555556,15.11111111,15.11111111,51.62162162,123.1068249
1,97.30802471,91.93047598,65.08541667,0.459090909,0.441176471,0.49521079,0.480782108,0.425373134,0.342424242,63.33333333,59.83333333,9.5,31.66666667,10,3.333333333,5,11.83333333,16.83333333,138.972973,194.8978495,100.8583266,92.61204829,70.06527778,0.458891013,0.425925926,0.513379344,0.476540188,0.465437788,0.388145315,70.66666667,64.88888889,11.22222222,35.33333333,10.44444444,4.111111111,7.333333333,11.66666667,20.33333333,86.2972973,163.260479
0,99.35843118,83.86393899,64.5390625,0.472422062,0.398666667,0.512385138,0.470626596,0.607954545,0.42206235,64.125,54.125,13.375,34.625,11.75,4.125,8.25,13.5,18.625,118.0540541,210.023569,107.3577759,98.12931383,72.24027778,0.570083682,0.484555985,0.603571274,0.522009491,0.570212766,0.441422594,77.55555556,70.88888889,14.88888889,28.77777778,7.111111111,5,8.222222222,14.88888889,20.66666667,131.1351351,195.2746269
1,88.09801634,98.98872034,64.275,0.393023256,0.442396313,0.450163967,0.485455412,0.397435897,0.358139535,56.625,63.625,7.75,32.75,10.625,5.75,4,12.375,19.75,275.4864865,158.7818792,96.97621287,103.2119339,66.4375,0.482044199,0.501362398,0.515959272,0.532062296,0.54109589,0.436464088,64.42857143,68.57142857,11.28571429,30,8.857142857,2.571428571,3.857142857,13.71428571,23.28571429,187,158.1401515
0,97.71101255,99.85066976,70.1046875,0.426695842,0.457264957,0.494250282,0.502422394,0.559322034,0.448577681,68.5,70,12.375,44,13.875,5.875,3.625,15,20.875,215.3513514,184.3445946,93.81186862,97.66993248,70.35357143,0.479946524,0.465686275,0.527819033,0.502822496,0.575,0.35828877,66,68.71428571,13.14285714,28.71428571,6.714285714,2.714285714,5.428571429,14.85714286,19,184.972973,152.9543726
0,102.8030045,96.9405114,59.7015625,0.518134715,0.464285714,0.550047611,0.49795655,0.52,0.329015544,61.375,57.875,11.375,23.25,6.5,3,5.5,10.125,16.75,105.7567568,138.6442953,89.19358748,101.6585298,72.2025,0.426282051,0.482394366,0.45262862,0.532926741,0.491666667,0.294871795,64.4,73.4,11.8,38.4,11.2,3.8,6,13,19.8,279.4324324,132.015873
1,87.22929816,101.7423183,66.1475,0.381300813,0.53526971,0.414943727,0.567764795,0.456730769,0.274796748,57.7,67.3,9.5,32.7,13.9,3.3,6.1,10.9,19.6,308.5675676,175.1185984,97.05157588,103.3930141,65.94431818,0.4872,0.533989267,0.504532913,0.575065174,0.466911765,0.2448,64,68.18181818,11.54545455,31.18181818,10.18181818,2.272727273,7.090909091,12.54545455,16.90909091,186.6756757,160.0217391
0,103.500294,101.2502876,69.84107143,0.504032258,0.476130653,0.551288337,0.519031142,0.496969697,0.491935484,72.28571429,70.71428571,11.71428571,29.28571429,9.714285714,5.285714286,5.571428571,13.14285714,21.85714286,167.2972973,192.536036,89.78298134,101.4263074,64.41458333,0.461538462,0.490384615,0.482614743,0.530482441,0.423076923,0.320512821,57.83333333,65.33333333,9.166666667,27,7.5,2.333333333,5.5,12,18.16666667,301.027027,200.9414414
0,103.4651431,95.16914829,70.98472222,0.532,0.464774951,0.542047644,0.501650165,0.570212766,0.462,73.44444444,67.55555556,14.88888889,38.22222222,11,2.333333333,6.666666667,14.22222222,20.88888889,123.5135135,173.0600601,97.70808203,104.7446723,71.05714286,0.44625,0.534313725,0.504961297,0.561937119,0.459119497,0.4275,69.42857143,74.42857143,10.42857143,27.42857143,8,3,7.142857143,10.28571429,16.42857143,233.0540541,215.2857143
0,106.6208786,89.28680935,67.94583333,0.528571429,0.42970297,0.5527766,0.466447397,0.515418502,0.428571429,72.44444444,60.66666667,13,32.44444444,10.55555556,4.777777778,7.222222222,13,17.88888889,32.65789474,151.5207101,96.57947686,97.10436532,71.44375,0.526558891,0.461538462,0.548380687,0.501083424,0.466666667,0.341801386,69,69.375,12.25,31.625,8,5.25,6.625,15.75,20.75,168.4594595,176.1750842
1,91.87376545,113.0047315,68.028125,0.458715596,0.536781609,0.501781324,0.574524733,0.538461538,0.300458716,62.5,76.875,11.375,29.25,9.25,2.375,4.25,14.75,23,282.7027027,159.2159468,97.81156889,105.8940375,72.9975,0.467213115,0.501766784,0.504005929,0.554817872,0.448,0.339344262,71.4,77.3,11.2,34.5,10.6,2.1,5.3,13.5,23.4,271.1351351,176.7304582
0,92.57988539,93.47007659,67.40125,0.403492647,0.441651706,0.468415719,0.482425913,0.543147208,0.472426471,62.4,63,10.7,34.6,10.1,4.7,5.9,10.6,18.5,119.5405405,138.8412698,83.50138987,111.1898403,65.525,0.37628866,0.507281553,0.422667329,0.538798796,0.524193548,0.353092784,54.71428571,72.85714286,9.285714286,30.71428571,10.14285714,3,3.857142857,10.71428571,17,324.1891892,194.3333333
1,90.66361182,95.90049914,67.89444444,0.438613861,0.459340659,0.480298236,0.512798075,0.591836735,0.299009901,61.55555556,65.11111111,12.88888889,36.66666667,10.33333333,2.777777778,5.111111111,14.55555556,22.44444444,311.4594595,220.5459941,100.1994712,101.1272441,67.365625,0.487149533,0.448387097,0.525803311,0.492455047,0.569832402,0.420560748,67.5,68.125,12.75,26.375,6.375,4.5,4.875,9.5,19.25,150.3783784,155.020202
0,113.32172,78.29834052,60.59444444,0.53525641,0.373893805,0.56751917,0.415187904,0.530701754,0.344017094,68.66666667,47.44444444,13.44444444,37,10.33333333,5.222222222,6.111111111,10.44444444,14.22222222,4.780487805,153.9410029,94.26948166,92.58609806,66.8296875,0.459821429,0.483783784,0.496674058,0.530092097,0.585227273,0.279017857,63,61.875,12.875,31.75,10.375,2.625,9.375,13.5,21.125,162.5135135,178.0933333
0,100.9484401,100.6206854,67.80138889,0.520833333,0.50867679,0.552540701,0.552158273,0.537037037,0.339583333,68.44444444,68.22222222,12.88888889,26.33333333,6,2.666666667,4.444444444,12.33333333,20.11111111,139.8108108,170.4493243,103.0911535,114.1592221,70.27222222,0.524084778,0.538622129,0.548775356,0.587135074,0.549356223,0.304431599,72.44444444,80.22222222,14.22222222,28.11111111,10,4.222222222,8.777777778,14.22222222,23.44444444,235.2162162,145.3263473
0,99.71810459,96.49644275,65.18375,0.47462406,0.5,0.518341308,0.517546386,0.594594595,0.37593985,65,62.9,13.2,33.2,10.9,3.9,6.5,13.3,16.7,87.67567568,157.0053763,98.30807111,94.69380379,69.1703125,0.513227513,0.45157385,0.562070569,0.511918718,0.551724138,0.58994709,68,65.5,12,26.375,7.375,4.875,7,15.125,21.875,157.6486486,186.8585859
1,102.4354721,95.15332956,68.66111111,0.512371134,0.469428008,0.54524312,0.503058562,0.580786026,0.41443299,70.33333333,65.33333333,14.77777778,34.55555556,8.666666667,3.666666667,4.777777778,13.55555556,18.88888889,73.2972973,133.0629139,113.203226,86.1129742,69.46477273,0.564735945,0.440869565,0.590564621,0.482493126,0.576666667,0.521294719,78.63636364,59.81818182,15.72727273,35.81818182,9.545454545,3.727272727,8.272727273,11.36363636,17.63636364,7.707317073,151.3373494
0,95.97141277,89.84557791,73.459375,0.466522678,0.448529412,0.514575065,0.47539729,0.520618557,0.386609071,70.5,66,12.625,33.5,9.75,4.5,7.25,14,20.5,69.45945946,159.5033333,86.3393498,106.541907,67.17678571,0.413333333,0.557065217,0.457825891,0.578421751,0.459854015,0.384,58,71.57142857,9,31.28571429,9.142857143,2.428571429,4.285714286,13.71428571,19.57142857,288.1081081,120.9771863
1,110.2693269,102.01896,70.03055556,0.551233397,0.477969349,0.570888779,0.518673873,0.453061224,0.326375712,77.22222222,71.44444444,12.33333333,31.77777778,9,5.444444444,6.888888889,12.11111111,19.88888889,67.56756757,158.5828402,102.6636156,85.8215103,68.28125,0.506908463,0.410516605,0.527087484,0.455216344,0.578947368,0.312607945,70.1,58.6,15.4,34.6,8,4.4,4.6,10,18.7,53.94736842,198.7093333
0,108.0968193,94.56383268,66.50416667,0.523706897,0.479209979,0.557398234,0.502932291,0.652380952,0.528017241,71.88888889,62.88888889,15.22222222,34.11111111,10.44444444,4.222222222,4.888888889,11.33333333,18.44444444,40.18421053,142.6456456,102.5874749,101.2616271,60.33875,0.559957173,0.504444444,0.582204665,0.554270422,0.716216216,0.291220557,61.9,61.1,15.9,23.4,4.3,1.6,5.7,11.1,20.7,176.2162162,175.6149254
0,107.4622881,95.71485783,68.1,0.517706577,0.494262295,0.565885206,0.514402554,0.612403101,0.41989882,73.18181818,65.18181818,14.36363636,31.36363636,7.454545455,2.272727273,5.090909091,11.36363636,17.09090909,76.83783784,170.6861314,91.05036223,102.0814638,71.3890625,0.461627907,0.468041237,0.49884881,0.51138108,0.569060773,0.446511628,65,72.875,12.875,29.25,9.125,4.75,5.75,15,19.875,271.9189189,201.41
1,95.51864619,98.7778126,66.47916667,0.437699681,0.517515924,0.492725509,0.548555517,0.43442623,0.495207668,63.5,65.66666667,8.833333333,38,14.16666667,3.333333333,8.5,16,16.33333333,231.027027,220.5695067,102.3983225,98.72875803,63.58611111,0.524109015,0.466814159,0.543851508,0.512890341,0.564220183,0.272536688,65.11111111,62.77777778,13.66666667,32.33333333,9.444444444,3.555555556,5.777777778,12.88888889,20.33333333,243.4864865,226.6876877
1,111.8433583,89.5965868,65.6275,0.550632911,0.434634975,0.580397739,0.45145687,0.555555556,0.30198915,73.4,58.8,14.5,32.6,8.8,4.4,6.5,10.4,14.1,23.85365854,157.7678571,95.82172702,98.86047101,70.51785714,0.469135802,0.576601671,0.511378993,0.593999148,0.572327044,0.298765432,67.57142857,69.71428571,13,27,9,2.714285714,10.71428571,13.42857143,17.57142857,148.027027,174.7121212
1,92.75362319,107.5268817,66.84375,0.474747475,0.543918919,0.513032685,0.554912179,0.5,0.464646465,62,71.875,10.125,27.875,7.875,1.625,4.75,14.625,19.5,293.4054054,182.9833887,96.1338438,86.39652998,70.6046875,0.471302428,0.409492274,0.508212832,0.452312541,0.633507853,0.377483444,67.875,61,15.125,32.75,9,3.75,6.875,13,19.25,87.64864865,153.8484848
0,91.06553851,97.66241216,69.73,0.448648649,0.450549451,0.487748675,0.510762769,0.470588235,0.363963964,63.5,68.1,10.4,34.3,9.9,3.8,6.3,14.3,22,260.6216216,204.9812332,83.82300885,107.6106195,66.2109375,0.429577465,0.508495146,0.451196586,0.548762877,0.46835443,0.32629108,55.5,71.25,9.25,24.25,7.625,3,5.5,12.625,22.875,333.2702703,177.7452471
0,103.2069479,91.73950926,63.53392857,0.52016129,0.434782609,0.532019704,0.486757337,0.503030303,0.336021505,65.57142857,58.28571429,11.85714286,32.57142857,10.14285714,3.285714286,5.285714286,12.14285714,18.85714286,132.8378378,212.1930502,81.66246413,103.9213981,65.34659091,0.423211169,0.502654867,0.448622416,0.54099073,0.483870968,0.298429319,53.36363636,67.90909091,9.545454545,28.81818182,9.818181818,3.636363636,6.454545455,15.72727273,19.09090909,340.1891892,202.7433155
0,106.5009984,98.73530064,64.38571429,0.564179104,0.474226804,0.597052055,0.498403987,0.642424242,0.420895522,68.57142857,63.57142857,15.14285714,27.28571429,7.428571429,3,6.428571429,13.71428571,17.28571429,159.7027027,213.9122137,97.21623718,115.6022868,72.51875,0.537096774,0.581761006,0.566758223,0.61036282,0.409722222,0.429032258,70.5,83.83333333,9.833333333,28.83333333,7.5,4.5,6.5,16.83333333,24.33333333,325.1891892,192.3693694
1,80.03848004,108.5137085,64.96875,0.400990099,0.50619195,0.433905848,0.532611433,0.594339623,0.392739274,52,70.5,10.5,28.83333333,11.16666667,2.833333333,5.166666667,16.33333333,21.83333333,335.7027027,158.1846847,101.5454358,102.0399753,67.40277778,0.507478632,0.527777778,0.543857326,0.558739902,0.628571429,0.442307692,68.44444444,68.77777778,14.66666667,24.55555556,6.777777778,2.222222222,8.777777778,11.33333333,16.11111111,96.86486486,101.6715116
0,95.13351868,101.4882134,66.8796875,0.463855422,0.489910314,0.506568471,0.523449173,0.522988506,0.443373494,63.625,67.875,11.375,30,9.875,2.625,5.625,13.125,17.25,188.1081081,185.2248322,87.43785351,102.2523701,62.10125,0.435550936,0.497762864,0.476859577,0.550570078,0.456989247,0.386694387,54.3,63.5,8.5,25.3,8.2,2.1,5.6,13,21.3,326.7837838,223.0189189
1,95.96737868,101.4674854,65.9078125,0.478794643,0.493449782,0.500519314,0.520377395,0.659459459,0.270089286,63.25,66.875,15.25,36.375,10.375,2,5.375,13.25,15.5,248.2702703,182.8266667,101.2377609,83.35488638,75.18055556,0.52891791,0.456158664,0.547737086,0.490477433,0.676,0.350746269,76.11111111,62.66666667,18.77777778,32,8.888888889,4.333333333,11.33333333,14.55555556,21.11111111,37.15789474,169.71261
1,95.32763766,103.5032498,67.95277778,0.485900217,0.493576017,0.525627733,0.546089807,0.484536082,0.427331887,64.77777778,70.33333333,10.44444444,25.55555556,7.333333333,5.666666667,5.333333333,12.88888889,20.11111111,214.9189189,170.2463343,90.17514448,97.76326819,62.96388889,0.433982684,0.5,0.470339178,0.536691693,0.502857143,0.37012987,56.77777778,61.55555556,9.777777778,34.11111111,9.555555556,2.777777778,4.777777778,12,19.11111111,174.5135135,154.3173653
0,90.85941027,110.8180673,65.7609375,0.451421801,0.555555556,0.488777545,0.587464732,0.411764706,0.334123223,59.75,72.875,8.75,27.5,7.5,2.25,5.625,12,21.875,253.1891892,139.4605263,90.27253035,95.9145635,67.67386364,0.451456311,0.483394834,0.480532018,0.523000293,0.588477366,0.276699029,61.09090909,64.90909091,13,31.18181818,9.727272727,3.363636364,6.909090909,14.81818182,23.27272727,221.3243243,151.3543689
0,94.73148619,124.7051205,67.559375,0.458974359,0.612107623,0.518691115,0.631796025,0.414634146,0.558974359,64,84.25,8.5,28.5,8.75,1.75,4,14.75,19.25,308,96.95973154,97.53499696,90.5356056,65.72,0.471789883,0.465376782,0.515418325,0.508916734,0.422727273,0.441634241,64.1,59.5,9.3,31,9.9,1.4,7.4,13.2,18.9,197.1081081,252.8978979
0,99.10671617,100.5771422,68.0075,0.496282528,0.515180266,0.529999214,0.538328349,0.550420168,0.382899628,67.4,68.4,13.1,34.4,9.4,3.5,4.4,14,21.2,211.1891892,202.5240642,94.96717724,100.948213,68.55,0.467657343,0.496183206,0.498296911,0.546797835,0.532751092,0.298951049,65.1,69.2,12.2,31.6,10,4.1,5.9,12.5,19.7,256.5675676,172.2587601
0,96.69481683,100.6319022,70.55416667,0.510548523,0.503913894,0.539993844,0.534772784,0.557692308,0.419831224,68.22222222,71,12.88888889,26.66666667,6.222222222,3.777777778,5.888888889,13.55555556,18.22222222,144.1351351,168.4760479,74.9553837,114.0477607,65.37222222,0.386117137,0.561643836,0.419141757,0.57387214,0.392638037,0.297180043,49,74.55555556,7.111111111,21.11111111,6.555555556,1.333333333,4.333333333,14.22222222,16.33333333,346.9189189,185.8678679
1,91.24975347,101.6369732,63.37916667,0.479816514,0.525217391,0.518703987,0.555216376,0.665178571,0.478899083,57.83333333,64.41666667,12.41666667,27.66666667,8.166666667,1.583333333,7.5,15.41666667,20.08333333,273.6486486,200.2739421,102.9779059,89.14505283,65.0625,0.487755102,0.441666667,0.524758507,0.470630663,0.557142857,0.363265306,67,58,13,34.22222222,10,4,4.333333333,10.44444444,16.66666667,53.43243243,135.4191617
1,96.9686494,110.9694704,72.3171875,0.473628692,0.576923077,0.505633168,0.594086892,0.534391534,0.358649789,70.125,80.25,12.625,29.625,9.625,2,5.875,13.125,22.875,249.4324324,160.1596958,99.50283471,105.2245966,65.14204545,0.517463235,0.521699819,0.554604854,0.562413755,0.636752137,0.382352941,64.81818182,68.54545455,13.54545455,26.90909091,5.909090909,2.545454545,5.272727273,12.27272727,20.54545455,227.4324324,170.4779412
0,91.7282526,99.97790272,63.6390625,0.44138756,0.486935867,0.482886982,0.515521345,0.56097561,0.330143541,58.375,63.625,11.5,31.75,9.75,5,4.875,12.875,19,201.9459459,183.9966443,107.7560424,108.6421941,70.5296875,0.492473118,0.525252525,0.537387308,0.585174932,0.645631068,0.455913978,76,76.625,16.625,28.75,10.875,2.875,8.375,10.25,25.125,193.4054054,187.8040541
0,103.0027701,100.5207756,70.5078125,0.491954023,0.46637744,0.540842448,0.509892086,0.502645503,0.494252874,72.625,70.875,11.875,30.625,10.125,5.5,5.25,12.5,22.125,167.2972973,208.034749,90.64903221,95.55299625,67.2925,0.434587814,0.459758551,0.475726262,0.513803987,0.576744186,0.313620072,61,64.3,12.4,38.2,10.7,2.5,5.1,14.4,22.3,311.4594595,213.6042781
